user_id,interactions,labels
User_62,REACT2025HINDI:0.77:1.0;GIT2025HINDI:0.95:0.88;PYTHONDATASCIENCE2025ENGLISH:0.96:0.22;FLUTTER2025EN:0.74:0.87,"PROGRAMMING,DESIGN,DATA SCIENCE"
User_170,GIT2025HINDI:0.04:0.67;PYTHON2025ENG:0.98:0.08;FLUTTER2025EN:0.12:1.0,"DEVOPS,GIT AND GITHUB,DEVELOPMENT"
User_954,DEVOPS2025HINDI:0.99:0.98;NODEJS2025HINDI:0.74:0.1;PYTHON2025HINDI:0.13:0.37;GIT2025ENG:0.48:0.5;PYTHONDATASCIENCE2025ENGLISH:0.88:0.96,"DATA SCIENCE,AI/ML,DEVELOPMENT"
User_656,PYTHON2025ENG:0.96:0.1;PYTHON2025HINDI:0.39:0.37,LANGUAGES
User_292,PYTHON2025ENG:0.32:0.31;REACT2025HINDI:0.95:0.22;UIUXHINDI:0.34:0.8;PYTHON2025HINDI:0.38:0.13;AIML2025ENG:0.42:0.33;PYTHONDATASCIENCE2025ENGLISH:0.14:0.37;NODEJS2025HINDI:0.68:0.55;GIT2025ENG:0.22:0.29;GIT2025HINDI:0.2:0.54;FLUTTER2025EN:0.99:0.67,"GIT AND GITHUB,DESIGN,MOBILE"
User_912,FLUTTER2025EN:0.54:0.4,"DATA SCIENCE,AI/ML"
User_895,PYTHONDATASCIENCE2025ENGLISH:0.91:0.65;GIT2025ENG:0.07:0.49;FLUTTER2025EN:0.22:0.6;PYTHON2025HINDI:0.32:0.39,"PROGRAMMING,LANGUAGES,DEVELOPMENT"
User_233,GIT2025HINDI:0.51:0.47;PYTHON2025ENG:0.11:0.08;REACT2025HINDI:0.76:0.9;DEVOPS2025HINDI:0.48:0.91;PYTHON2025HINDI:0.04:0.65,"GIT AND GITHUB,DEVELOPMENT,LANGUAGES"
User_667,REACT2025HINDI:0.86:0.06;NODEJS2025HINDI:0.72:0.58;FLUTTER2025EN:0.07:0.53,GIT AND GITHUB
User_4,PYTHON2025HINDI:0.24:0.37;AIML2025ENG:0.19:0.09,DESIGN
User_529,PYTHON2025ENG:0.15:0.2;DEVOPS2025HINDI:0.59:0.94;UIUXHINDI:0.8:0.86;PYTHONDATASCIENCE2025ENGLISH:0.8:0.27,"MOBILE,PROGRAMMING"
User_83,PYTHONDATASCIENCE2025ENGLISH:0.41:0.8;GIT2025HINDI:0.88:0.22;PYTHON2025ENG:0.98:0.8,"GIT AND GITHUB,DESIGN,DATA SCIENCE"
User_264,NODEJS2025HINDI:0.08:0.24;PYTHON2025ENG:0.92:0.91;GIT2025ENG:0.11:0.15;GIT2025HINDI:0.01:0.45;DEVOPS2025HINDI:0.22:0.61;FLUTTER2025EN:0.99:0.47;REACT2025HINDI:0.65:0.02;PYTHON2025HINDI:0.96:0.09;UIUXHINDI:0.83:0.73;PYTHONDATASCIENCE2025ENGLISH:0.42:0.71,"DEVOPS,LANGUAGES"
User_654,NODEJS2025HINDI:0.49:0.61;PYTHONDATASCIENCE2025ENGLISH:0.18:0.49,GIT AND GITHUB
User_748,NODEJS2025HINDI:0.4:0.01;FLUTTER2025EN:0.57:0.6,"DEVOPS,DEVELOPMENT"
User_860,DEVOPS2025HINDI:0.22:0.69;PYTHON2025HINDI:0.08:0.53;NODEJS2025HINDI:0.29:0.32;UIUXHINDI:0.11:0.46;GIT2025ENG:0.46:0.46,DATA SCIENCE
User_823,DEVOPS2025HINDI:0.2:0.58;FLUTTER2025EN:0.94:0.79;UIUXHINDI:0.64:0.64;PYTHONDATASCIENCE2025ENGLISH:0.16:0.5;PYTHON2025HINDI:0.66:0.62;REACT2025HINDI:0.3:0.19;GIT2025HINDI:0.61:0.94,DEVOPS
User_468,,"MOBILE,DESIGN"
User_116,GIT2025ENG:0.22:0.21;DEVOPS2025HINDI:0.69:0.86,"DESIGN,MOBILE,DEVOPS"
User_14,GIT2025HINDI:0.39:0.1;REACT2025HINDI:0.46:0.56;FLUTTER2025EN:0.16:0.89,"PROGRAMMING,MOBILE"
User_996,AIML2025ENG:0.06:0.18;REACT2025HINDI:0.95:0.69;PYTHONDATASCIENCE2025ENGLISH:0.77:0.79;FLUTTER2025EN:0.67:0.11;NODEJS2025HINDI:0.07:0.11;PYTHON2025ENG:0.69:0.91;GIT2025ENG:0.38:0.36;DEVOPS2025HINDI:0.71:0.28;UIUXHINDI:1.0:0.35,"DATA SCIENCE,DEVOPS,AI/ML"
User_604,PYTHON2025ENG:0.51:0.25;UIUXHINDI:0.97:0.76;DEVOPS2025HINDI:0.71:0.92;GIT2025HINDI:0.06:0.59;FLUTTER2025EN:0.65:0.16;AIML2025ENG:0.26:0.89;PYTHON2025HINDI:0.56:0.91,"DESIGN,DEVOPS,DEVELOPMENT"
User_477,DEVOPS2025HINDI:0.87:0.68;PYTHON2025ENG:0.93:0.37;NODEJS2025HINDI:0.03:0.42;PYTHONDATASCIENCE2025ENGLISH:0.83:0.61,"LANGUAGES,DEVELOPMENT"
User_636,AIML2025ENG:0.78:0.16;PYTHONDATASCIENCE2025ENGLISH:0.36:0.31;PYTHON2025HINDI:0.23:0.54;PYTHON2025ENG:0.55:0.86;FLUTTER2025EN:0.01:0.71;UIUXHINDI:0.96:0.8;REACT2025HINDI:0.09:0.81;DEVOPS2025HINDI:0.51:0.1;GIT2025ENG:0.8:0.19;NODEJS2025HINDI:0.07:0.57,"GIT AND GITHUB,DESIGN,DEVOPS"
User_470,GIT2025ENG:0.29:0.98;FLUTTER2025EN:0.52:0.98,"DATA SCIENCE,AI/ML,DESIGN"
User_855,REACT2025HINDI:0.53:0.64;AIML2025ENG:0.13:0.51;GIT2025HINDI:0.69:0.5;NODEJS2025HINDI:0.95:0.38,"PROGRAMMING,LANGUAGES,DEVELOPMENT"
User_734,PYTHON2025ENG:0.08:0.28;PYTHON2025HINDI:0.67:0.06;FLUTTER2025EN:0.86:0.48;UIUXHINDI:0.5:0.98;GIT2025ENG:0.78:0.76;NODEJS2025HINDI:0.29:0.32;REACT2025HINDI:0.25:0.2,"MOBILE,AI/ML,DATA SCIENCE"
User_485,REACT2025HINDI:0.09:0.07,DEVELOPMENT
User_963,DEVOPS2025HINDI:0.9:0.35;NODEJS2025HINDI:0.62:0.35;FLUTTER2025EN:0.58:0.69;AIML2025ENG:0.84:0.36;PYTHON2025ENG:0.16:0.74;GIT2025ENG:0.55:0.55;UIUXHINDI:0.34:0.8;REACT2025HINDI:0.12:0.61;PYTHONDATASCIENCE2025ENGLISH:0.64:0.77;GIT2025HINDI:0.48:0.97,"DEVELOPMENT,GIT AND GITHUB,AI/ML"
User_399,UIUXHINDI:0.49:0.96;PYTHON2025ENG:0.56:0.83;DEVOPS2025HINDI:0.06:0.88;FLUTTER2025EN:0.35:0.55;PYTHONDATASCIENCE2025ENGLISH:0.9:0.63;NODEJS2025HINDI:0.44:0.63;GIT2025HINDI:0.04:0.71,"DESIGN,PROGRAMMING"
User_301,DEVOPS2025HINDI:0.98:0.03;GIT2025HINDI:0.56:0.98;REACT2025HINDI:0.46:0.16;AIML2025ENG:0.46:0.75;FLUTTER2025EN:0.94:0.1,AI/ML
User_441,REACT2025HINDI:0.9:0.06,"AI/ML,PROGRAMMING,LANGUAGES"
User_68,REACT2025HINDI:0.04:0.84;DEVOPS2025HINDI:0.99:0.43;NODEJS2025HINDI:0.28:0.15,"PROGRAMMING,MOBILE,DEVELOPMENT"
User_450,,"LANGUAGES,AI/ML"
User_699,AIML2025ENG:0.34:0.82;NODEJS2025HINDI:0.26:0.27;DEVOPS2025HINDI:0.53:0.66;REACT2025HINDI:0.42:0.95,"DEVELOPMENT,DATA SCIENCE,MOBILE"
User_888,PYTHONDATASCIENCE2025ENGLISH:0.58:0.11;NODEJS2025HINDI:0.33:0.84;AIML2025ENG:0.11:0.68;PYTHON2025HINDI:0.27:0.63;FLUTTER2025EN:0.21:0.04;GIT2025ENG:0.36:0.81;REACT2025HINDI:0.11:0.87;UIUXHINDI:0.12:0.91;DEVOPS2025HINDI:0.98:0.56,"DEVOPS,AI/ML"
User_63,AIML2025ENG:0.52:0.46;DEVOPS2025HINDI:0.08:0.03;FLUTTER2025EN:0.24:0.37,"PROGRAMMING,DESIGN,DEVOPS"
User_531,PYTHONDATASCIENCE2025ENGLISH:0.55:0.57;FLUTTER2025EN:0.03:0.72,"LANGUAGES,PROGRAMMING,DESIGN"
User_286,NODEJS2025HINDI:0.38:0.21;GIT2025HINDI:0.74:0.94;AIML2025ENG:0.67:0.56,DATA SCIENCE
User_998,PYTHON2025ENG:0.28:0.8;GIT2025HINDI:0.83:0.19;UIUXHINDI:0.97:0.89;NODEJS2025HINDI:0.87:0.5;AIML2025ENG:0.59:0.4;PYTHONDATASCIENCE2025ENGLISH:0.27:0.25,"DEVELOPMENT,LANGUAGES"
User_722,FLUTTER2025EN:0.61:0.54;PYTHONDATASCIENCE2025ENGLISH:0.71:0.99;NODEJS2025HINDI:0.82:0.19;PYTHON2025ENG:0.06:0.84;REACT2025HINDI:0.76:0.45;UIUXHINDI:0.29:0.52,"DEVOPS,AI/ML"
User_142,PYTHONDATASCIENCE2025ENGLISH:0.78:0.28;PYTHON2025ENG:0.6:0.13;NODEJS2025HINDI:0.53:0.69;PYTHON2025HINDI:0.01:1.0;GIT2025ENG:0.87:0.2;UIUXHINDI:0.23:0.06;REACT2025HINDI:0.79:0.65;DEVOPS2025HINDI:0.33:0.14;GIT2025HINDI:0.55:0.5,"DATA SCIENCE,PROGRAMMING"
User_595,DEVOPS2025HINDI:0.92:0.98;REACT2025HINDI:0.55:0.21;PYTHONDATASCIENCE2025ENGLISH:0.92:0.35;GIT2025ENG:0.49:0.06;FLUTTER2025EN:0.56:0.48;PYTHON2025HINDI:0.8:0.49;AIML2025ENG:0.42:0.7,"MOBILE,DEVOPS,DEVELOPMENT"
User_437,PYTHON2025HINDI:0.17:0.82;AIML2025ENG:0.45:0.7;DEVOPS2025HINDI:0.84:0.46;NODEJS2025HINDI:0.44:0.16;GIT2025ENG:0.3:0.62;UIUXHINDI:0.78:0.18,"DEVELOPMENT,DESIGN"
User_33,PYTHON2025ENG:0.28:0.67;FLUTTER2025EN:0.17:0.7,"DESIGN,DEVELOPMENT"
User_727,FLUTTER2025EN:0.96:0.59,DEVELOPMENT
User_899,PYTHON2025HINDI:0.97:0.26;FLUTTER2025EN:0.93:0.84;NODEJS2025HINDI:0.17:0.65;PYTHON2025ENG:0.17:0.45;GIT2025ENG:0.96:0.74;AIML2025ENG:0.36:0.02;DEVOPS2025HINDI:0.9:0.51,DESIGN
User_995,PYTHON2025HINDI:0.75:0.55;REACT2025HINDI:0.58:0.72;AIML2025ENG:0.49:0.04;DEVOPS2025HINDI:0.6:0.8;PYTHONDATASCIENCE2025ENGLISH:0.67:0.67;GIT2025HINDI:0.79:0.94,"DESIGN,DEVELOPMENT"
User_483,FLUTTER2025EN:0.96:0.88;AIML2025ENG:0.23:0.02;REACT2025HINDI:0.7:0.34;UIUXHINDI:0.19:0.42;PYTHONDATASCIENCE2025ENGLISH:0.09:0.18;GIT2025HINDI:0.83:0.49;GIT2025ENG:0.67:0.79;DEVOPS2025HINDI:0.42:1.0,"PROGRAMMING,DATA SCIENCE,AI/ML"
User_974,NODEJS2025HINDI:0.93:0.58;PYTHONDATASCIENCE2025ENGLISH:0.12:0.84;AIML2025ENG:0.7:0.15;FLUTTER2025EN:0.61:0.38;DEVOPS2025HINDI:0.47:0.7;UIUXHINDI:0.6:0.79;PYTHON2025ENG:0.71:0.46;GIT2025ENG:0.28:0.35;GIT2025HINDI:0.41:0.4;PYTHON2025HINDI:0.94:0.24,"LANGUAGES,GIT AND GITHUB,MOBILE"
User_643,PYTHON2025HINDI:0.09:0.93;UIUXHINDI:0.69:0.12;PYTHON2025ENG:0.73:0.78;AIML2025ENG:0.98:0.76;GIT2025ENG:0.44:0.74;GIT2025HINDI:0.76:0.53;NODEJS2025HINDI:0.0:0.98;FLUTTER2025EN:0.24:0.13;REACT2025HINDI:0.79:0.59,"AI/ML,DATA SCIENCE"
User_811,AIML2025ENG:0.04:0.15;GIT2025ENG:0.64:0.81;PYTHON2025HINDI:0.31:0.52;GIT2025HINDI:0.33:0.93;REACT2025HINDI:0.89:0.14;FLUTTER2025EN:0.33:0.05;NODEJS2025HINDI:0.74:0.32;UIUXHINDI:0.65:0.65,MOBILE
User_169,UIUXHINDI:0.25:0.2;PYTHON2025HINDI:0.94:0.72;DEVOPS2025HINDI:0.79:0.26;GIT2025HINDI:0.46:0.78;GIT2025ENG:0.83:0.16,DATA SCIENCE
User_993,PYTHON2025HINDI:0.04:0.39;GIT2025HINDI:0.65:0.3;DEVOPS2025HINDI:0.93:0.49;UIUXHINDI:0.93:0.65;AIML2025ENG:0.62:0.85,"DEVELOPMENT,AI/ML,MOBILE"
User_698,GIT2025ENG:0.86:0.9;DEVOPS2025HINDI:0.48:0.22;GIT2025HINDI:0.23:0.36;UIUXHINDI:0.12:0.24,"DATA SCIENCE,LANGUAGES,GIT AND GITHUB"
User_29,GIT2025ENG:0.8:0.71;PYTHONDATASCIENCE2025ENGLISH:0.42:0.05,"AI/ML,DATA SCIENCE"
User_588,PYTHON2025ENG:0.72:0.12;PYTHON2025HINDI:0.86:0.34;AIML2025ENG:0.44:0.07,"DATA SCIENCE,DEVOPS,LANGUAGES"
User_808,DEVOPS2025HINDI:0.8:0.89;FLUTTER2025EN:0.29:0.06;PYTHON2025ENG:0.57:0.99;PYTHON2025HINDI:0.47:0.69;NODEJS2025HINDI:0.5:0.29,"GIT AND GITHUB,DESIGN,AI/ML"
User_461,GIT2025HINDI:0.6:0.2;DEVOPS2025HINDI:0.41:0.19;PYTHON2025ENG:0.75:0.69;NODEJS2025HINDI:0.75:0.57;REACT2025HINDI:0.25:0.2;PYTHON2025HINDI:0.15:0.24,PROGRAMMING
User_864,PYTHON2025HINDI:0.54:0.63;PYTHONDATASCIENCE2025ENGLISH:0.18:0.06;NODEJS2025HINDI:0.7:0.27;AIML2025ENG:0.81:0.67;PYTHON2025ENG:0.15:0.11;DEVOPS2025HINDI:0.15:0.95;UIUXHINDI:0.51:0.07;GIT2025HINDI:0.54:0.89;FLUTTER2025EN:0.86:0.58;REACT2025HINDI:0.25:0.91,MOBILE
User_365,PYTHONDATASCIENCE2025ENGLISH:0.73:0.83;GIT2025ENG:0.33:0.07;PYTHON2025HINDI:0.22:0.26,"DEVOPS,AI/ML,MOBILE"
User_128,PYTHON2025HINDI:0.76:0.32,"MOBILE,DATA SCIENCE,DEVOPS"
User_499,GIT2025HINDI:0.29:0.54,DEVELOPMENT
User_181,UIUXHINDI:0.77:0.41;REACT2025HINDI:0.97:0.21;PYTHONDATASCIENCE2025ENGLISH:0.88:0.43;AIML2025ENG:0.87:0.61;NODEJS2025HINDI:0.18:0.52;DEVOPS2025HINDI:0.94:0.98;PYTHON2025HINDI:0.2:0.9;PYTHON2025ENG:0.67:0.0,"MOBILE,DESIGN,GIT AND GITHUB"
User_41,REACT2025HINDI:0.85:0.11;PYTHON2025ENG:0.37:0.87;UIUXHINDI:0.71:0.47;AIML2025ENG:0.28:0.81,"MOBILE,DATA SCIENCE"
User_275,PYTHONDATASCIENCE2025ENGLISH:0.75:0.1;FLUTTER2025EN:0.3:0.68;DEVOPS2025HINDI:0.46:0.31;GIT2025HINDI:0.71:0.67;PYTHON2025HINDI:0.13:0.36;NODEJS2025HINDI:0.22:0.66;PYTHON2025ENG:0.17:0.77;REACT2025HINDI:0.65:0.07;AIML2025ENG:0.65:0.95;GIT2025ENG:0.56:0.71,"DEVELOPMENT,GIT AND GITHUB"
User_991,PYTHON2025HINDI:0.33:0.2;FLUTTER2025EN:0.45:0.43;NODEJS2025HINDI:0.96:0.07;DEVOPS2025HINDI:0.48:0.57,"MOBILE,DEVELOPMENT,DEVOPS"
User_34,DEVOPS2025HINDI:0.81:0.47;PYTHONDATASCIENCE2025ENGLISH:0.24:0.49;NODEJS2025HINDI:0.52:0.88;GIT2025HINDI:0.65:0.15,"DESIGN,DATA SCIENCE"
User_307,AIML2025ENG:0.66:0.48;NODEJS2025HINDI:0.66:0.1;GIT2025ENG:0.99:0.3,"PROGRAMMING,DESIGN,GIT AND GITHUB"
User_662,,"LANGUAGES,MOBILE"
User_818,PYTHON2025ENG:0.04:0.19;PYTHON2025HINDI:0.88:0.66;GIT2025ENG:0.97:0.38;NODEJS2025HINDI:0.17:0.12;UIUXHINDI:0.78:1.0;GIT2025HINDI:0.16:0.84;PYTHONDATASCIENCE2025ENGLISH:0.89:0.85;DEVOPS2025HINDI:0.15:0.18;FLUTTER2025EN:0.32:0.93,PROGRAMMING
User_909,PYTHON2025ENG:0.51:0.7;PYTHON2025HINDI:0.03:0.38;UIUXHINDI:0.58:0.32;DEVOPS2025HINDI:0.1:0.57,DEVOPS
User_361,DEVOPS2025HINDI:0.4:0.65,LANGUAGES
User_394,DEVOPS2025HINDI:0.67:0.96,DESIGN
User_670,PYTHON2025ENG:0.84:0.4;REACT2025HINDI:0.5:0.49;UIUXHINDI:0.16:0.35;PYTHON2025HINDI:0.49:0.12;DEVOPS2025HINDI:0.39:0.55;NODEJS2025HINDI:0.6:0.06;AIML2025ENG:0.87:0.94;GIT2025HINDI:0.97:0.4,DATA SCIENCE
User_821,FLUTTER2025EN:0.03:0.03;GIT2025ENG:0.63:0.6;DEVOPS2025HINDI:0.81:0.09;PYTHON2025ENG:0.11:0.24,DEVOPS
User_351,AIML2025ENG:0.73:0.39;FLUTTER2025EN:1.0:0.08;GIT2025ENG:0.74:0.81,LANGUAGES
User_724,GIT2025ENG:0.68:0.94;PYTHON2025HINDI:0.18:0.22;PYTHON2025ENG:0.27:0.93;REACT2025HINDI:0.82:0.83,"AI/ML,DESIGN,DEVOPS"
User_417,PYTHONDATASCIENCE2025ENGLISH:0.39:0.24,"LANGUAGES,AI/ML"
User_955,GIT2025HINDI:0.47:0.89;NODEJS2025HINDI:0.94:0.19;GIT2025ENG:0.35:0.72;AIML2025ENG:0.78:0.83;REACT2025HINDI:0.19:0.87;DEVOPS2025HINDI:0.93:0.37;PYTHON2025ENG:0.86:0.0;FLUTTER2025EN:0.6:0.12;PYTHON2025HINDI:0.83:0.59;UIUXHINDI:0.36:0.96,"GIT AND GITHUB,PROGRAMMING"
User_215,REACT2025HINDI:0.28:0.04,DESIGN
User_310,UIUXHINDI:0.42:0.19;DEVOPS2025HINDI:0.64:0.39;AIML2025ENG:0.59:0.93,"DEVOPS,LANGUAGES"
User_556,FLUTTER2025EN:0.16:0.92;GIT2025ENG:0.57:0.68;DEVOPS2025HINDI:0.2:0.53,"MOBILE,DESIGN,PROGRAMMING"
User_489,AIML2025ENG:0.64:0.18;PYTHONDATASCIENCE2025ENGLISH:0.78:0.29;NODEJS2025HINDI:0.06:0.04;REACT2025HINDI:0.7:0.66;DEVOPS2025HINDI:0.86:0.83;UIUXHINDI:0.09:0.12;GIT2025HINDI:0.92:0.66,"AI/ML,DEVELOPMENT"
User_196,GIT2025HINDI:0.13:0.18;FLUTTER2025EN:0.69:0.05;PYTHON2025HINDI:0.08:0.9;REACT2025HINDI:0.73:0.68;UIUXHINDI:0.12:0.27;DEVOPS2025HINDI:0.93:0.28,"MOBILE,GIT AND GITHUB"
User_583,AIML2025ENG:0.96:0.78,"DEVOPS,AI/ML,MOBILE"
User_435,UIUXHINDI:0.79:0.76;AIML2025ENG:0.97:0.23;REACT2025HINDI:0.99:0.65;PYTHONDATASCIENCE2025ENGLISH:0.45:0.52,"GIT AND GITHUB,PROGRAMMING"
User_906,REACT2025HINDI:0.99:0.75;NODEJS2025HINDI:0.73:0.44;AIML2025ENG:0.26:0.7;GIT2025HINDI:0.57:0.83;PYTHONDATASCIENCE2025ENGLISH:0.12:0.29;PYTHON2025HINDI:0.28:0.91;GIT2025ENG:0.98:0.32;DEVOPS2025HINDI:0.75:0.97,AI/ML
User_340,DEVOPS2025HINDI:0.18:0.8;PYTHON2025HINDI:0.83:0.78;REACT2025HINDI:0.61:0.7;FLUTTER2025EN:0.45:0.94;PYTHON2025ENG:0.53:0.53;GIT2025ENG:0.69:0.4,MOBILE
User_711,PYTHONDATASCIENCE2025ENGLISH:0.17:0.97;REACT2025HINDI:0.49:0.45;AIML2025ENG:0.77:0.45;DEVOPS2025HINDI:0.76:0.33,"DATA SCIENCE,MOBILE"
User_418,FLUTTER2025EN:0.51:0.88;GIT2025ENG:0.25:0.8,"DESIGN,MOBILE"
User_681,AIML2025ENG:0.96:0.6;GIT2025HINDI:0.98:0.91;UIUXHINDI:0.6:0.02;FLUTTER2025EN:0.07:0.05;PYTHON2025HINDI:0.02:0.88;GIT2025ENG:0.72:0.89;DEVOPS2025HINDI:0.36:0.87;REACT2025HINDI:0.8:0.14,"LANGUAGES,GIT AND GITHUB,MOBILE"
User_790,FLUTTER2025EN:0.98:0.23;AIML2025ENG:0.68:0.81;PYTHON2025ENG:0.46:0.08;GIT2025ENG:0.14:0.49;REACT2025HINDI:0.25:0.02;UIUXHINDI:0.3:0.38;DEVOPS2025HINDI:0.74:0.5,"MOBILE,DEVOPS,DATA SCIENCE"
User_379,NODEJS2025HINDI:0.97:0.05;GIT2025ENG:0.41:0.01;PYTHONDATASCIENCE2025ENGLISH:0.21:0.7,"DEVOPS,LANGUAGES,GIT AND GITHUB"
User_268,PYTHONDATASCIENCE2025ENGLISH:0.72:0.73;NODEJS2025HINDI:0.98:0.58;GIT2025ENG:0.75:0.38;AIML2025ENG:0.98:0.95;GIT2025HINDI:0.33:0.94;PYTHON2025ENG:0.11:0.32;UIUXHINDI:0.26:0.36,"GIT AND GITHUB,DESIGN,LANGUAGES"
User_151,AIML2025ENG:0.27:0.92;NODEJS2025HINDI:0.25:0.9;DEVOPS2025HINDI:0.99:0.71;PYTHONDATASCIENCE2025ENGLISH:0.55:0.76,DEVOPS
User_282,PYTHON2025HINDI:0.64:0.74;NODEJS2025HINDI:0.24:0.04;REACT2025HINDI:0.77:0.17;AIML2025ENG:0.06:0.9;GIT2025ENG:0.04:0.4;GIT2025HINDI:0.79:0.1;PYTHON2025ENG:0.38:0.77,"LANGUAGES,DESIGN,MOBILE"
User_713,FLUTTER2025EN:0.34:0.7;UIUXHINDI:0.66:0.35;PYTHONDATASCIENCE2025ENGLISH:0.58:0.81;NODEJS2025HINDI:0.27:0.66;GIT2025HINDI:0.13:0.03;PYTHON2025ENG:0.43:0.95;AIML2025ENG:0.09:0.28;REACT2025HINDI:0.49:0.3;DEVOPS2025HINDI:0.77:0.62;GIT2025ENG:0.54:0.1,DEVELOPMENT
User_139,PYTHONDATASCIENCE2025ENGLISH:0.61:0.43;UIUXHINDI:0.22:0.68;NODEJS2025HINDI:0.63:0.63;DEVOPS2025HINDI:0.22:0.87;GIT2025ENG:0.91:0.93;FLUTTER2025EN:0.78:0.27;GIT2025HINDI:0.29:0.05;PYTHON2025ENG:0.49:0.63,"AI/ML,DEVOPS,LANGUAGES"
User_759,GIT2025ENG:0.11:0.97;PYTHON2025ENG:0.74:0.59;PYTHONDATASCIENCE2025ENGLISH:0.11:0.67;AIML2025ENG:0.53:0.36;NODEJS2025HINDI:0.77:0.67;PYTHON2025HINDI:0.08:0.78;DEVOPS2025HINDI:0.33:0.02,"AI/ML,DATA SCIENCE"
User_176,NODEJS2025HINDI:0.63:0.36;PYTHON2025ENG:0.94:0.66;PYTHONDATASCIENCE2025ENGLISH:0.42:1.0,"DATA SCIENCE,DEVOPS"
User_193,GIT2025HINDI:0.12:0.25;PYTHONDATASCIENCE2025ENGLISH:0.73:0.71;FLUTTER2025EN:0.46:0.58;PYTHON2025ENG:0.25:0.47;UIUXHINDI:0.8:0.32;GIT2025ENG:0.55:0.92;NODEJS2025HINDI:0.11:0.34;DEVOPS2025HINDI:0.42:0.33,DEVOPS
User_129,GIT2025ENG:0.75:0.5,"DEVELOPMENT,DATA SCIENCE,DEVOPS"
User_333,FLUTTER2025EN:0.33:0.5;PYTHONDATASCIENCE2025ENGLISH:0.44:0.49;PYTHON2025HINDI:0.29:0.13;GIT2025HINDI:0.4:0.58;DEVOPS2025HINDI:0.82:0.2;REACT2025HINDI:0.41:0.91;NODEJS2025HINDI:0.03:0.81;PYTHON2025ENG:0.81:0.81;AIML2025ENG:0.45:0.92,GIT AND GITHUB
User_204,,"DATA SCIENCE,DESIGN,LANGUAGES"
User_605,AIML2025ENG:0.8:0.61,"DEVOPS,LANGUAGES"
User_852,DEVOPS2025HINDI:0.59:0.43;FLUTTER2025EN:0.38:0.64;PYTHON2025HINDI:0.62:0.39;REACT2025HINDI:0.93:0.6;PYTHONDATASCIENCE2025ENGLISH:0.51:0.32;UIUXHINDI:1.0:0.14;GIT2025HINDI:0.11:0.61,DEVOPS
User_809,PYTHONDATASCIENCE2025ENGLISH:0.52:0.24;NODEJS2025HINDI:1.0:0.25;PYTHON2025HINDI:0.99:0.93;UIUXHINDI:0.46:0.88;PYTHON2025ENG:0.6:0.17;DEVOPS2025HINDI:0.03:0.19;GIT2025HINDI:0.09:0.72,"PROGRAMMING,DEVELOPMENT"
User_413,,"LANGUAGES,AI/ML,MOBILE"
User_112,NODEJS2025HINDI:0.72:0.09;GIT2025ENG:0.29:0.22;DEVOPS2025HINDI:0.62:0.78;FLUTTER2025EN:0.39:0.86;PYTHONDATASCIENCE2025ENGLISH:0.36:0.92,"DESIGN,LANGUAGES,DATA SCIENCE"
User_990,REACT2025HINDI:0.54:0.08;AIML2025ENG:0.01:0.21;GIT2025ENG:0.17:0.51,"DEVOPS,MOBILE,AI/ML"
User_705,NODEJS2025HINDI:0.26:0.31;PYTHONDATASCIENCE2025ENGLISH:0.87:0.06;REACT2025HINDI:0.86:0.15;DEVOPS2025HINDI:0.5:0.23;AIML2025ENG:0.12:0.74;GIT2025ENG:0.63:0.24;PYTHON2025ENG:0.15:0.85;PYTHON2025HINDI:0.16:0.65,"DEVOPS,LANGUAGES,GIT AND GITHUB"
User_718,NODEJS2025HINDI:0.39:0.52;UIUXHINDI:0.44:0.5;FLUTTER2025EN:0.34:0.67;AIML2025ENG:0.13:0.38;GIT2025HINDI:0.27:0.6;PYTHON2025ENG:0.28:0.75;REACT2025HINDI:0.67:0.9;PYTHON2025HINDI:0.12:0.4;GIT2025ENG:0.98:0.84;PYTHONDATASCIENCE2025ENGLISH:0.97:0.7,GIT AND GITHUB
User_571,NODEJS2025HINDI:0.8:0.72;PYTHON2025HINDI:0.97:0.42;PYTHON2025ENG:0.83:0.05,"PROGRAMMING,AI/ML"
User_545,PYTHON2025HINDI:0.72:0.21;FLUTTER2025EN:0.01:0.45;UIUXHINDI:0.19:0.34,DESIGN
User_251,PYTHONDATASCIENCE2025ENGLISH:0.47:0.27;UIUXHINDI:0.57:0.98;DEVOPS2025HINDI:0.58:0.7;PYTHON2025HINDI:0.81:0.67,"DATA SCIENCE,DEVELOPMENT,LANGUAGES"
User_320,,"AI/ML,PROGRAMMING"
User_248,AIML2025ENG:0.4:0.67;PYTHONDATASCIENCE2025ENGLISH:0.21:0.38;PYTHON2025HINDI:0.47:0.78;FLUTTER2025EN:0.43:0.84;PYTHON2025ENG:0.39:0.71;REACT2025HINDI:0.69:0.97;DEVOPS2025HINDI:0.73:0.01;GIT2025ENG:0.59:0.48;NODEJS2025HINDI:0.55:0.56;GIT2025HINDI:0.68:0.73,"MOBILE,DESIGN,LANGUAGES"
User_277,DEVOPS2025HINDI:0.86:0.69;PYTHON2025HINDI:0.58:0.5;GIT2025HINDI:0.05:0.74;GIT2025ENG:0.7:0.09,"PROGRAMMING,MOBILE,DEVOPS"
